date,raw_text,player_name,clubs_mentioned,potential_suitors,assists,native_country,54,domestic_club_goals,objects,team,injured,chairman,idol,desired_wage,estimated_wage,contract_value,Premier,start_of_2021,boss,compared_to,market_value,manager,current team,sport,potential_transfer_fee,release_clause,preferred_option,not_prepared_to_pay_a_sizeable_transfer_fee,suspension_reason,international_team,retirement_plans,transfer_fee,fee,loan_with_option_to_buy,expected_cost,position,previous_clubs,contract_expiration,field,weekly_wages,contract_length,coming,player_age,currency,contract_ends,value,valuation,club,next_season,league,available_for,career_span,loan,player_nationality,level,teams_mentioned,destination,tournament,emotion,estimated_value,team_mentioned,contract_details,former_club,expected_return,object,loan_status,weekly_salary,expected_transfer_fee,international_caps,suspended,international_goals,preferred_move, Galatasaray,hopes_for_long-term_future_with_club,city_players_positions,role,comparison,injury,country,city_players_ages,last_club,transfer_status,goals_scored,ceremony,player_value,contract_status,contract,potential_loan,external-link,salary_demand,release_cause,goals,nationality,contract_duration,status,loan_spell,parent_club,sources,current_team,city_players,source,out,this,years_at_manchester_united,yearly_pay_packet,age,transfer_budget,father,contract_situation,price_tag,secures_football,native country,estimated_transfer_fee,advice,loan_start_date,domestic_club_assists,cost,agent,sibling,yet,rejecting_offers,other_fields,current_deal,injury_record,result,suggest,willing_to_meet_salary_demands,potential_signings,estimated_cost,current_club,player_position,proposed_salary,last_played,loan_club,option_for_further_year,previous_club,salary,preferred_side,loaned,current_weekly_wages,price,remains_manager,games_played,salary_demands,Belgium,contract_expires,transfer_value,manager_name,news_id
3 September 2021,"Barcelona's Bosnian playmaker Miralem Pjanic, 31, took a 60% wage cut to go on loan to Besiktas this season, and will be on reduced terms when he returns to the Nou Camp.",Miralem Pjanic,"['Barcelona', 'Besiktas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bosnian,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,532693.0
3 September 2021,Wolves are planning to revisit winger Adama Traore's contract situation after rejecting two summer bids from Tottenham for the 25-year-old Spain international.,Adama Traore,"['Wolves', 'Tottenham']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532694.0
3 September 2021,Manchester United are struggling to keep up with demand for Cristiano Ronaldo shirts after delays from manufacturers Adidas.,Cristiano Ronaldo,['Manchester United'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532695.0
3 September 2021,"Mariano Diaz's agent has said ""something strange happened"" to prevent the 28-year-old Spanish striker from joining Valencia from Real Madrid.",Mariano Diaz,"['Real Madrid', 'Valencia']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532696.0
4 September 2021,"Wolves want to make Spain winger Adama Traore, 25, their highest-paid player with a new £120,000-a-week deal to fend off interest from Tottenham and Liverpool.",Adama Traore,"['Wolves', 'Tottenham', 'Liverpool']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532697.0
4 September 2021,Manchester United still want Atletico Madrid's England defender Kieran Trippier and will attempt to sign the 30-year-old in the January transfer window.,Kieran Trippier,"['Manchester United', 'Atletico Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532698.0
4 September 2021,"Real Madrid prepared seven contracts to negotiate with Kylian Mbappe as they aimed to sign the France forward before the transfer deadline, but the Spanish giants are optimistic the 22-year-old will choose to join them from Paris St-Germain in 2022.",Kylian Mbappe,"['Real Madrid', 'Paris St-Germain']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532699.0
4 September 2021,Mbappe's failure to agree a move from PSG this summer saw his junior club AS Bondy miss out on a compensation fee of more than 2m euros (£1.7m).,Mbappe,"['PSG', 'AS Bondy']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532700.0
4 September 2021,"France midfielder Eduardo Camavinga, 18, convinced Rennes to let him join Real Madrid this summer, despite PSG making more lucrative offers to both himself and his former club.",Eduardo Camavinga,"['Real Madrid', 'PSG']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532701.0
4 September 2021,PSG did not submit a formal bid for Portugal forward Cristiano Ronaldo despite holding discussions over a move for the 36-year-old before he left Juventus to rejoin Manchester United.,Cristiano Ronaldo,"['PSG', 'Juventus', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532702.0
4 September 2021,"Juventus want to build a team around Argentine forward Paulo Dybala, 27, after agreeing to let Ronaldo return to United.",Paulo Dybala,"['Juventus', 'United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532703.0
4 September 2021,"England midfielder Jesse Lingard, 28, turned down the chance to join West Ham on a permanent basis following last season's loan spell at the Hammers in order to fight for his place at Manchester United.",Jesse Lingard,"['West Ham', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532704.0
4 September 2021,"Zenit St Petersburg's Iran striker Sardar Azmoun, 26, has claimed Tottenham were a among a number of clubs - including Roma, Lyon and Bayer Leverkusen - that attempted to sign him in the summer.",Sardar Azmoun,"['Tottenham', 'Roma', 'Lyon', 'Bayer Leverkusen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,Zenit St Petersburg,,,,,,,,,,,,,,,,,,,532705.0
4 September 2021,"Inter Milan are among the clubs interested in Arsenal and Germany goalkeeper Bernd Leno, 29, who is expected to leave the Gunners on a free transfer when his contract expires next summer.",Bernd Leno,"['Inter Milan', 'Arsenal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532706.0
4 September 2021,"Barcelona will attempt to sign Spain forward Dani Olmo, 23, from RB Leipzig in January, having already agreed a five-year contract in principle.",Dani Olmo,"['Barcelona', 'RB Leipzig']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532707.0
4 September 2021,Some of the Barcelona squad reacted with joy following France forward Antoine Griezmann's return to Atletico Madrid with the 30-year-old having struggled to find his place at the Nou Camp.,Antoine Griezmann,"['Atletico Madrid', 'Barcelona']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532708.0
4 September 2021,"French midfielder Tiemoue Bakayoko, 27, hopes to stay with AC Milan after his second loan stint from Chelsea expires.",Tiemoue Bakayoko,AC Milan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532709.0
4 September 2021,"USA defender Cameron Carter-Vickers, 23, rejected a deadline-day move from Tottenham to Torino, before securing a late loan move to Celtic.",Cameron Carter-Vickers,"['Tottenham', 'Torino', 'Celtic']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532710.0
4 September 2021,"Former Newcastle United midfielder Hatem Ben Arfa, 34, has been linked with a move to Rapid Bucharest. The Frenchman is a free agent after leaving Bordeaux in the summer.",Hatem Ben Arfa,"['Newcastle United', 'Rapid Bucharest', 'Bordeaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532711.0
4 September 2021,"Celtic have set their sights on signing Britain's tallest outfield player, 6ft 9in forward Kyle Hudlin, 21, who plays for National League side Solihull Moors.",Kyle Hudlin,"['Celtic', 'Solihull Moors']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532712.0
5 September 2021,"Liverpool and Egypt forward Mohamed Salah, 29, has demanded £500,000 a week to sign a new contract at Anfield.",Mohamed Salah,['Liverpool'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532714.0
5 September 2021,Aston Villa will look to make a move for Juventus' 23-year-old American midfielder Weston McKennie.,Weston McKennie,"['Aston Villa', 'Juventus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532715.0
5 September 2021,"Paris St-Germain spoke to Cristiano Ronaldo about a move from Juventus this summer, but no offer was made, allowing the Portugal forward, 36, to make an emotional return to Manchester United.",Cristiano Ronaldo,"['Paris St-Germain', 'Manchester United', 'Juventus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532716.0
5 September 2021,"Romelu Lukaku, 28, has said former club Inter Milan got him out of a ""deep hole"" after he left Manchester United in 2019. The Belgium striker joined Chelsea this summer.",Romelu Lukaku,"['Inter Milan', 'Manchester United', 'Chelsea']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532717.0
5 September 2021,Manchester City will quadruple 21-year-old England playmaker Phil Foden's wages as they look to tie him down to a new contract.,Phil Foden,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532718.0
5 September 2021,"Real Madrid had been tracking France midfielder Eduardo Camavinga, 18, for three years before signing him from Rennes this summer.",Eduardo Camavinga,"['Real Madrid', 'Rennes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532719.0
5 September 2021,"Tottenham's hopes of signing Spain winger Adama Traore, 25, in January have taken a hit after he opened contract talks with current club Wolves.",Adama Traore,"['Tottenham', 'Wolves']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532720.0
5 September 2021,"Former Arsenal manager Arsene Wenger says the ""economic power of the Premier League"" makes it inevitable that Norway striker Erling Braut Haaland will leave Borussia Dortmund for a club in England, with Manchester United, Liverpool, Chelsea and Manchester City all linked with the 21-year-old. Real Madrid and Bayern Munich also want the prolific forward.",Erling Braut Haaland,"['Arsenal', 'Borussia Dortmund', 'Manchester United', 'Liverpool', 'Chelsea', 'Manchester City', 'Real Madrid', 'Bayern Munich']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532721.0
5 September 2021,"Former Arsenal manager Arsene Wenger says the ""economic power of the Premier League"" makes it inevitable that Norway striker Erling Braut Haaland will leave Borussia Dortmund for a club in England, with Manchester United, Liverpool, Chelsea and Manchester City all linked with the 21-year-old. Real Madrid and Bayern Munich also want the prolific forward.",Arsene Wenger,['Arsenal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532721.0
5 September 2021,Manchester City turned down the chance to sign Spain midfielder Saul Niguez on transfer deadline day before Chelsea landed the 26-year-old on loan from Atletico Madrid.,Saul Niguez,"['Manchester City', 'Chelsea', 'Atletico Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532722.0
5 September 2021,"Signing Brazil star Neymar, 29, from Barcelona in 2017 has cost PSG £489m in his transfer fee and wages.",Neymar,"['Barcelona', 'PSG']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532723.0
5 September 2021,Former Bayern Munich and France winger Franck Ribery will sign for Serie A side Salernitana next week. The 38-year-old is a free agent since leaving Fiorentina.,Franck Ribery,"['Bayern Munich', 'Fiorentina', 'Salernitana']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532724.0
5 September 2021,Barcelona president Joan Laporta has complete confidence in manager Ronald Koeman and has no plans to sack him.,Joan Laporta,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532726.0
5 September 2021,Barcelona president Joan Laporta has complete confidence in manager Ronald Koeman and has no plans to sack him.,Ronald Koeman,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532726.0
5 September 2021,Keen gardener and Everton boss Rafael Benitez has encouraged his players to ditch gaming and get outside more.,Rafael Benitez,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532727.0
6 September 2021,"Chelsea manager Thomas Tuchel is keen for the club to sign Germany winger Leroy Sane, 25, from Bayern Munich.",Leroy Sane,"['Chelsea', 'Bayern Munich']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532729.0
6 September 2021,"Tottenham are prepared to use wantaway France midfielder Tanguy Ndombele, 24, as a makeweight in a swap deal for AC Milan's Ivory Coast midfielder Franck Kessie, 24.",Tanguy Ndombele,"['Tottenham', 'AC Milan']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532730.0
6 September 2021,"Tottenham are prepared to use wantaway France midfielder Tanguy Ndombele, 24, as a makeweight in a swap deal for AC Milan's Ivory Coast midfielder Franck Kessie, 24.",Franck Kessie,['AC Milan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532730.0
6 September 2021,"Everton's Colombia midfielder James Rodriguez has been linked with a move to Istanbul Basaksehir, with the Turkish club keen to sign the 30-year-old before their transfer window closes on Wednesday.",James Rodriguez,"['Everton', 'Istanbul Basaksehir']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532731.0
6 September 2021,"Sevilla boss Julen Lopetegui says the La Liga club did not deliberately block French defender Jules Kounde, 22, from moving to Chelsea this summer, but decided it was better for him to stay after evaluating the offers made.",Jules Kounde,"['Sevilla', 'Chelsea']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532732.0
6 September 2021,"Arsenal's Egyptian midfielder Mohamed Elneny continues to be linked with a move to Besiktas, but the 29-year-old's wage demands are said to have seen a deal collapse.",Mohamed Elneny,"['Arsenal', 'Besiktas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532733.0
6 September 2021,"Ajax director of football Marc Overmars has said Cameroon goalkeeper Andre Onana, who is wanted by Arsenal, could leave on a free transfer next summer.",Andre Onana,"['Ajax', 'Arsenal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532734.0
6 September 2021,Paris St-Germain are hopeful France striker Kylian Mbappe will commit to a new contract despite the 22-year-old's desire to join Real Madrid on a free transfer next summer.,Kylian Mbappe,"['Paris St-Germain', 'Real Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532736.0
6 September 2021,"Barcelona boss Ronald Koeman has been told by club president Joan Laporta to make more use of Spanish midfielder Riqui Puig, 22, and France defender Samuel Umtiti, 27.",Riqui Puig,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532737.0
6 September 2021,"Barcelona boss Ronald Koeman has been told by club president Joan Laporta to make more use of Spanish midfielder Riqui Puig, 22, and France defender Samuel Umtiti, 27.",Samuel Umtiti,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532737.0
7 September 2021,"Manchester United remain keen on West Ham and England midfielder Declan Rice, despite deciding not to move for the 22-year-old this summer.",Declan Rice,"['West Ham', 'Manchester United']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532740.0
7 September 2021,"Liverpool are exploring a possible move for 24-year-old Valencia and Spain midfielder Carlos Soler, who has a £125m release clause in his contract. Reds boss Jurgen Klopp views Soler as a possible replacement for Netherlands midfielder Georginio Wijnaldum, 30, who joined Paris St-Germain on a free transfer this summer.",Carlos Soler,"['Liverpool', 'Valencia', 'Paris St-Germain']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532741.0
7 September 2021,"Liverpool are exploring a possible move for 24-year-old Valencia and Spain midfielder Carlos Soler, who has a £125m release clause in his contract. Reds boss Jurgen Klopp views Soler as a possible replacement for Netherlands midfielder Georginio Wijnaldum, 30, who joined Paris St-Germain on a free transfer this summer.",Georginio Wijnaldum,"['Liverpool', 'Paris St-Germain']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532741.0
7 September 2021,"Liverpool are also interested in 25-year-old Spain attacker Marco Asensio, who is prepared to leave Real Madrid in a bid to relaunch his career.",Marco Asensio,"['Liverpool', 'Real Madrid']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532742.0
7 September 2021,"Liverpool, Barcelona and Bayern Munich are all interested in Red Bull Salzburg forward Karim Adeyemi, 19, who scored on his debut for Germany on Sunday.",Karim Adeyemi,"['Liverpool', 'Barcelona', 'Bayern Munich']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532743.0
7 September 2021,The agent of Manchester United midfielder Donny van de Beek says he held talks with Everton over a potential summer move for the 24-year-old Dutchman.,Donny van de Beek,"['Manchester United', 'Everton']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532744.0
7 September 2021,"However, Van de Beek says Ole Gunnar Solskjaer was keen for him to stay at Old Trafford after holding talks with the United boss regarding his future.",Van de Beek,['Old Trafford'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532745.0
